team,timestamp,tweet_text,userid
saints,2022-11-28 18:12:01+00:00,"b""'They took that man's pick away': Saints strongly disagree on Chris Harris penalty in loss #NewOrleansSaints #Saints #Nola #SaintsNation #SaintsFootball #yahoo https://t.co/QfDALijzHs""",3037028250
saints,2022-11-28 18:11:51+00:00,b'The @Saints record in #November  230 games (1967-2022): 111-117-2 (.487) 2022: 1-3 Since 2020: 6-7 2010-19: 26-14 2000-09: 21-18 1990-99: 19-22 1980-89: 21-21 1970-79: 12-29-1 1967-69: 6-6-1 You can see the difference for the #Saints when Brees &amp; Payton led. #HallsOfHistory',2286058098
saints,2022-11-28 18:08:32+00:00,b'Made DA a ham sandwich because I\xe2\x80\x99m pretty sure he\xe2\x80\x99s cleaning up a few things today\xe2\x80\xbc\xef\xb8\x8f\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #Saints https://t.co/oqsZNPZTmI',1503825950894604294
saints,2022-11-28 18:03:05+00:00,"b""Today's episode of Locked On #Saints is here!  \xe2\x9a\x9c\xef\xb8\x8fNew Orleans still has an identity problem \xe2\x9a\x9c\xef\xb8\x8fThe defense did enough to win \xe2\x9a\x9c\xef\xb8\x8fWhat will the Saints do next?  @LockedOnNetwork | #YourTeamEveryDay  \xf0\x9f\x94\x97https://t.co/SaJYreLyXH \xf0\x9f\x93\xbahttps://t.co/k9PQ1Z9PKX https://t.co/sqd126y6ne""",173982048
saints,2022-11-28 18:02:08+00:00,b'Y\xe2\x80\x99all see how the 49ers get Debo involved anyway dats how they was posed to use AK but Pete say run dat brudda in a brick wall and say fuck it #Saints',173529744
saints,2022-11-28 18:01:23+00:00,"b""Among 49ers' bevy of playmakers, Jauan Jennings comes through in clutch against Saints #NewOrleansSaints #Saints #Nola #SaintsNation #SaintsFootball #yahoo https://t.co/psnsM5sR86""",3037028250
saints,2022-11-28 18:00:01+00:00,b'The #Saints were shutout in a regular season game for the first time since 2002 yesterday   It was the 4th longest shutout-less streak in NFL history \xe2\x9d\x8c https://t.co/DYdiOVsLt1',879263686032052224
saints,2022-11-28 17:50:15+00:00,"b""Dennis Allen: 'I don't know what a catch is anymore' after refs overturn a big Saints play #NewOrleansSaints #Saints #Nola #SaintsNation #SaintsFootball #yahoo https://t.co/v8cpa1iriz""",3037028250
saints,2022-11-28 17:48:24+00:00,b'Give Pete Werner a traditional Samoan last name and let\xe2\x80\x99s move him to Safety \xe2\x80\xa6 \xf0\x9f\x92\xa1\xf0\x9f\x92\xa1#WhoDat #Saints',1166386512
saints,2022-11-28 17:46:34+00:00,b'Mood\xe2\x80\xbc\xef\xb8\x8f#Saints https://t.co/WkaondA0OB',173529744
saints,2022-11-28 17:46:13+00:00,b'Waiting to talk to the #Saints higher ups about the importance of hiring a competent Coach &amp; quarterback https://t.co/GAv37BQZUd',1609518120
saints,2022-11-28 17:45:52+00:00,b'Alontae Taylor is very good now with some tuning he\xe2\x80\x99s going to be an great player for the #Saints for many years to come https://t.co/rPiD7wPeWT',1037413228152848384
saints,2022-11-28 17:45:34+00:00,b'good morning #Saints https://t.co/Pt0Txp3pbr',1546012837994237952
saints,2022-11-28 17:45:32+00:00,"b'If the Saints can get higher in the draft, they will be able to fix things. Their season is trending in the wrong direction as it stands now, but things could be better if they invest in a QB soon.  #NFL #sports #football @Saints #Saints'",1519803068518436865
saints,2022-11-28 17:45:20+00:00,b'Monday made easy  #Saints | @McDonalds https://t.co/l2Xg8n0aRN',2443103215
saints,2022-11-28 17:43:49+00:00,"b""This is why I can't rank the #49ers as a clear Super Bowl favorite just yet. Love their defense but they won't face a QB as bad as Dalton and play-calling as suspect as the #Saints possess in the playoffs.   13 points won't cut it. Shanahan's usage of his playmakers is baffling. https://t.co/qCuI7WlH0A""",23357180
saints,2022-11-28 17:39:29+00:00,"b'Well, it was bound to happen again, #Saints fans \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb  (via @NFLonCBS)  #NFL #FTTB https://t.co/2ezIhmvyEl'",517963352
saints,2022-11-28 17:39:00+00:00,b'Instant Reaction - 49ers Frustration #SaintsPodcast #SaintsOpinion #SaintsFans #Saints #SaintsFan #Nola https://t.co/NkwRcu1LPV',3037028250
saints,2022-11-28 17:36:41+00:00,"b""Holiday time is a great time to imagine your next celebration in your new home. Let's talk 504-621-7319 #Saints #neworleanshomes #neworleanspelicans #househunting #homebuyers #buyingahome #buyahouse #homebuyer #neworleansrealestate\xe2\x80\xa6https://t.co/RHKBi4QXZh https://t.co/SpxmDFlTvt""",319836738
saints,2022-11-28 17:36:31+00:00,b'The 9ers are 50-27-2 against the saints \xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae#Saints',173529744
